label,sentence
1,Appleとの一騎打ちに死角？スマホシェア1位Samsungが抱える激動の2012年【世界のモバイル】
0,夏に照準を合わせた健康美の目指し方
2,【週末映画まとめ読み】男女問わず“萌え死”させる、綾瀬はるかの魅力
0,独身女のひな祭り
1,次世代セキュリティソフト「ノートン360 v6」を徹底検証！ITライフハック編集長が使ってみた
0,自転車女子、はじめました vol.01　Presented by ゆるっとcafe
0,ただの女友達と好きな女の境界線
1,これは気づかなかった！古いノートPCがWebテレビに格安で変身する裏技
0,【オトナ女子映画部】結婚相手は“見た目”で選ぶな！「百万長者と結婚する方法」
0,【オトナ女子映画部】たくさんの荷物を抱えて疲れてしまったアナタへ『しあわせのパン』
2,世界の巨匠・スピルバーグ最新作と関西の巨匠が異色コラボ
1,快適化前に最低限しておきたい設定【PC快適術】
1,Zeroから戻す方法も簡単に！　昨日より一般会員もZeroが利用可能に！
1,iPhoneやiPadが目ざまし時計になるユニークなガジェット登場！
0,バンギャの切なく重い愛!? Presented by ゆるっとcafe
0,結婚後のクリスマスはどう過ごす？
2,映画『タイタンの逆襲』の予告映像を公開、魔物たちとの壮絶なバトルは必見！
2,インタビュー：三池崇史監督「市川海老蔵は大物、三船敏郎さん以来の衝撃」
1,これじゃない感バリバリ！　ファミマの初音ミクコラボ肉まんが話題に
0,【オトナ女子コミック部】最強“バカ枠”女子のお仕事マンガ『チャンネルはそのまま！』
0,将来「イクメン」になる男性って、どんなタイプ？
0,家庭志向の女はもうモテない!?　最近の男が結婚したいのは「ちゃんと稼げる女」
0,オトナ女子たちの圧倒的支持をうけ、ドラマ10『はつ恋』の一挙再放送が決定！
1,いつでもどこでも自分専用環境！Windowsトラブル時にも使えるUbuntu【デジ通まとめ】
2,藤原竜也、杏ら日本の俳優のスケールでは宇宙に行けない
0,「突撃！隣の晩ごはん」のヨネスケが今度は「OLの昼ごはん」を突撃レポート開始！
2,『レオン』『ニキータ』に次ぐ新たな最強ヒロインが誕生
1,入社3年後の定着率9割以上！孫社長の雇用発言がネットで話題
2,15歳の天才空手美少女「デビュー作を見てもらえることにワクワクどきどき」
2,衝撃の実話、世界最強の特殊部隊と世界最高の暗殺者が対決
2,スーパーヒーローが派手なコスチュームを着用する意外な理由
2,マリリン・モンローを演じてアカデミー候補！　ミシェル・ウィリアムズ来日決定
1,2D動画を3Dに変換！Webから動画ダウンロードもできるソフトのレビューアー募集開始
0,独女が美魔女を嫌いな理由
1,何だこのおもちゃみたいなの？ Googleロゴが子供のおもちゃみたいになっている理由
0,花粉症患者の約7割が実践した“事前対策”とは？
1,このまま3G通信を生かせないとどうなる？ PS Vitaの3G版の行く末 【デジ通】
0,【オトナ女子映画部】35歳独女vs46歳バツイチ男『恋のためらい』
2,マツコ・デラックス、世界のセレブに対しても容赦なし
2,ノオミ・ラパス「ロバート ・ダウニー・Jr.に抱きしめられて救われた」
0,『シーン別まつげメイク塾』でアナタの目ヂカラをUP！
0,絶対に浮気はさせません！戦術
1,カセットHDDで録画番組を管理！ネット対応のHDDレコーダーが凄い【新スタイル活用術】
0,【オトナ女子映画部】宮崎あおい＆堺雅人「篤姫」コンビが体現する運命共同体の夫婦『ツレがうつになりまして。』
1,生命の勢いを感じます！孫社長″厳しい日々の後にも春は必ず来る″
0,「オス化診断」でホルモンバランスをセルフチェック！
1,29日はアキバへGo！　レビューアー100人以上を大募集の太っ腹企画開催！
2,女子大生が体を張って、東京国際映画祭を告知
2,リドリー・スコット監督最新作で謎だらけのキャンペーンを開始
0,過剰なラブリーは男たちを戸惑わせる!?
0,意外！ 奥さん候補への近道は『オカン系女子』ってホント!?
0,素足もスキニーパンツも怖くない!人気ダイエットサロンのノウハウを凝縮した一冊
2,制服姿の大政絢やナルニアの王子などにも直撃＜2011年インタビューまとめ vol.1＞
2,チケット即完、現役女子大生miwaが『桜蘭高校ホスト部』主題歌を担当
2,鉄オタ必須アイテム「JTB時刻表」の表紙を映画『僕達急行 A列車で行こう』が飾る
0,女子力を下げる！？ ブラトップのメリット・デメリット
0,グチの言い過ぎに要注意！
1,あえてFermiを狙う！ KeplerではなくFermiで幸せになる！
0,クリスマス、チャリティでちょっといいことを
2,ケイト・ベッキンセール主演『アンダーワールド 覚醒』が全米初登場1位
2,【終了しました】映画『ダークナイト ライジング』ジャパンプレミアに25組50名様をご招待
1,iPhone5用ケース続々先行発売中！　存在しないはずのiPhone 5用ケースが通販中
1,本日11時よりライブ配信開始！　ソフトバンク＆ウィルコム新製品発表会
2,世界の“心霊動画”を霊能力者が解説
1,未来の名プログラマーを育め！中高生150名がアプリ開発にチャレンジ
2,【元気東北・福島編】雪国を南国にした福島人の底力
2,広末涼子の登場に、上海で警備員を緊急増強
0,みんなで飾って幸せを……、マジカルツリーが新たなるパワースポットに？
2,ジャッキーやグレムリンなど懐かし映画にツッコミを入れる
2,【編集部的映画批評】みんなで繋がれば怖くない、自己責任爽やかホラー
1,ウィンドウズ製品を有効活用しよう！新たにスタートした「feel Windows」の魅力
1,2ヶ月で全国を走り抜けた写真！若さを行動で表現して魂を繋ぐ【GRバトン 写真家リレー】
0,人間関係の断捨離とは？
1,知って得する虎の巻テクニック集！スマホやパソコンを便利に使おう【知っ得！虎の巻】
1,無料で情報収集＆発信できる次世代SNS「tumblr」を活用する【知っ得!虎の巻】
2,【週末映画まとめ読み】注目の若手女優、セクシーグラドル、天才空手美少女を独り占め
2,【2012年先取り映画vol.6】劇場版のベルセルクは面白いのか
1,こりゃ商品化は無理！　ユニークなイヤホンジャックカバー（作品）が話題に？
1,我が家の電波状況も良くなるかな？孫社長 格言的な言葉が話題
0,「婚活疲労外来」医師に聞く「ああ、婚活疲れ」
2,AKB大島優子「楽しみにしていて」、ピクサー最新作で声優に挑戦
2,史上最強の映画『アベンジャーズ』の声優に“最強芸人”雨上がり・宮迫が決定
1,美しい映像と音楽も必見！銀座の名所、ソニービル公式Facebook ページがオープン
2,ももクロZの新曲を初公開、映画『サルベージ・マイス』のTVスポットが解禁
0,冬の乾燥肌に朗報？　タモリ式入浴法にチャレンジ！
0,くさったよめがあらわれた！vol.09「雨で透けるきみの肌にそそられて……」presented by ゆるっとcafe
0,【オトナ女子のリアルな悩み】仕事が決まらず、すべての運から見放されているようで
1,トラブル解決に役立つMSのサイト！Windows Sysinternals TechCenter【PC快適術】
2,『メン・イン・ブラック3』興行収入10億円突破、101ヶ国首位で地球規模でもヒット
2,『ヒミズ』の染谷将太と二階堂ふみがヴェネチア国際映画祭で、最優秀新人俳優賞をW受賞
2,天海祐希、ヒュー・ジャックマンらと共にロサンゼルスを熱狂させる
0,人気ブランド「トリー バーチ」、初の海外進出は日本！5月12日オープン
2,『TIME/タイム』興行収入8億円を突破、2週目も8割動員驚異のキープ力
2,フランス国民の3人に1人が泣いた、各国で話題の映画が日本へ上陸
1,ゲーム関連の話題まとめ　PC関連だけでなくあらゆるデバイスに精通するデジ通
1,ThinkPad X1 Carbonで従来のACアダプターは使えるのか？【デジ通】
2,美少女が高校時代を振り返る「恋愛より友達と遊ぶことに夢中」
0,他人事ではない！ 占い依存症の独女たち
0,アラフォー独男のイタすぎる自慢話
